Event timestamp,Event ID,Event type,Calling object,Calling object identity hashcode,Method return type,Method name,Method call depth,Method parameters number,Parameters types,Parameters values
1540853489648,1389133897,return,Total available Semaphore permits : 4,885284298,NA,NA,NA,NA,NA,NA
1540853489648,1534030866,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,1,1,java.lang.String,Total available Semaphore permits : 4
1540853489648,1534030866,return,NA,1313922862,NA,NA,NA,NA,NA,NA
1540853489648,824909230,call,NA,NA,void,SemaphoreTest$MyATMThread.<init>,1,1,java.lang.String,A
1540853489658,122883338,call,NA,NA,void,SemaphoreTest$MyATMThread.<clinit>,2,0,NA,NA
1540853489658,122883338,return,NA,0,NA,NA,NA,NA,NA,NA
1540853489658,666641942,call,NA,NA,void,SemaphoreTest$MyATMThread.<init>,2,1,java.lang.String,A
1540853489658,960604060,call,Thread[Thread-0(comma)5(comma)main],1349393271,void,SemaphoreTest$MyATMThread.<init>,2,1,java.lang.String,A
1540853489659,1338668845,call,Thread[Thread-0(comma)5(comma)main],1349393271,void,SemaphoreTest$MyATMThread.<init>,3,1,java.lang.String,A
1540853489659,159413332,call,Thread[Thread-0(comma)5(comma)main],1349393271,void,SemaphoreTest$MyATMThread.name,4,1,java.lang.String,
1540853489659,159413332,return,NA,1349393271,NA,NA,NA,NA,NA,NA
1540853489659,1028214719,call,Thread[Thread-0(comma)5(comma)main],1349393271,void,SemaphoreTest$MyATMThread.name,4,1,java.lang.String,A
1540853489659,1028214719,return,NA,1349393271,NA,NA,NA,NA,NA,NA
1540853489659,1338668845,return,NA,1349393271,NA,NA,NA,NA,NA,NA
1540853489648,824909230,return,Thread[Thread-0(comma)5(comma)main],1349393271,NA,NA,NA,NA,NA,NA
1540853489659,500977346,call,Thread[Thread-0(comma)5(comma)main],1349393271,void,SemaphoreTest$MyATMThread.start,1,0,NA,NA
1540853489660,500977346,return,NA,1349393271,NA,NA,NA,NA,NA,NA
1540853489660,2094548358,call,NA,NA,void,SemaphoreTest$MyATMThread.<init>,1,1,java.lang.String,B
1540853489660,51228289,call,NA,NA,void,SemaphoreTest$MyATMThread.<init>,2,1,java.lang.String,B
1540853489660,455896770,call,Thread[Thread-1(comma)5(comma)main],1323165413,void,SemaphoreTest$MyATMThread.<init>,2,1,java.lang.String,B
1540853489660,1880587981,call,Thread[Thread-1(comma)5(comma)main],1323165413,void,SemaphoreTest$MyATMThread.<init>,4,1,java.lang.String,B
1540853489660,1332035430,call,Thread[Thread-1(comma)5(comma)main],1323165413,void,SemaphoreTest$MyATMThread.run,4,1,java.lang.String,B,0,NA,NA
1540853489660,511754216,call,Thread[Thread-1(comma)5(comma)main],1323165413,void,SemaphoreTest$MyATMThread.name,6
1540853489660,1101191418,call,NA,NA,void,java.lang.System.out,6,0,NA,NA
1540853489660,511754216,return,NA,0,NA,NA,NA,NA,NA,NA
1540853489660,1101191418,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1540853489660,1721931908,call,Thread[Thread-1(comma)5(comma)main],1349393271,void,SemaphoreTest$MyATMThread.name,6,1,java.lang.String,B
1540853489660,1167938582,call,Thread[Thread-0(comma)5(comma)main],1349393271,void,SemaphoreTest$MyATMThread.name,6,1,java.lang.String,B,0,NA,NA
1540853489661,1721931908,return,NA,1349393271,NA,NA,NA,NA,NA,NA
1540853489661,1167938582,return,A,1349393271,NA,NA,NA,NA,NA,NA
1540853489660,1880587981,return,NA,1349393271,NA,NA,NA,NA,NA,NA
1540853489660,2094548358,return,Thread[Thread-1(comma)5(comma)main],0,NA,NA,NA,NA,NA,NA
1540853489661,10474177,call,Thread[Thread-1(comma)5(comma)main],1323165413,void,java.lang.String.valueOf,3,1,java.lang.String,A
1540853489661,1198108795,call,Thread[Thread-1(comma)5(comma)main],1323165413,void,SemaphoreTest$MyATMThread.start,3,1,java.lang.String,A,0,NA,NA
1540853489661,10474177,return,A,1323165413,NA,NA,NA,NA,NA,NA
1540853489661,836055701,call,NA,NA,void,java.lang.StringBuilder.<init>,3,1,java.lang.String,A
1540853489661,836055701,return,A,0,NA,NA,NA,NA,NA,NA
1540853489661,1198108795,return,NA,0,NA,NA,NA,NA,NA,NA
1540853489661,214126413,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.<init>,3,1,java.lang.String,C,1,java.lang.String,
1540853489661,508034397,call,NA,NA,class java.lang.StringBuilder,java.lang.StringBuilder.append,3,1,java.lang.String,C,1,java.lang.String, : acquiring lock...
1540853489661,508034397,return,A : acquiring lock...,0,NA,NA,NA,NA,NA,NA
1540853489661,396873410,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.<init>,4,1,java.lang.String,C
1540853489661,1622158734,call,A : acquiring lock...,1016484024,class java.lang.String,java.lang.StringBuilder.toString,4,0,NA,NA
1540853489661,1622158734,return,A : acquiring lock...,617581605,NA,NA,NA,NA,NA,NA
1540853489661,1706234378,call,Thread[Thread-2(comma)5(comma)main],617581605,class java.lang.String,SemaphoreTest$MyATMThread.<init>,4,0,NA,NA,1,java.lang.String,C
1540853489661,88289524,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,5
1540853489661,1867750575,call,Thread[Thread-2(comma)5(comma)main],617581605,void,SemaphoreTest$MyATMThread.<init>,5,1,java.lang.String,C
1540853489661,88289524,return,NA,617581605,NA,NA,NA,NA,NA,NA
1540853489662,1694413199,call,NA,NA,void,java.lang.System.out,5,0,NA,NA
1540853489662,1694413199,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1540853489662,1784888888,call,Thread[Thread-0(comma)5(comma)main],1349393271,void,SemaphoreTest$MyATMThread.name,5,0,NA,NA
1540853489662,1784888888,return,A,1323165413,NA,NA,NA,NA,NA,NA
1540853489662,1782200738,call,Thread[Thread-1(comma)5(comma)main],0,class java.lang.String,SemaphoreTest$MyATMThread.run,6,1,
1540853489662,848636405,call,NA,NA,class java.lang.String,java.lang.String.valueOf,6,1,java.lang.String,A
1540853489662,1694354069,call,NA,NA,class java.lang.String,java.lang.System.out,7,0,NA,NA
1540853489662,1694354069,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1540853489662,848636405,return,A,1323165413,NA,NA,NA,NA,NA,NA
1540853489662,1623347922,call,Thread[Thread-1(comma)5(comma)main],1323165413,class java.lang.String,SemaphoreTest$MyATMThread.name,7,0,NA,NA
1540853489662,776825795,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,7,1,java.lang.String,A
1540853489662,1623347922,return,B,0,NA,NA,NA,NA,NA,NA
1540853489662,776825795,return,A,0,NA,NA,NA,NA,NA,NA
1540853489662,633389230,call,NA,NA,class java.lang.String,java.lang.String.valueOf,8,1,java.lang.String,B
1540853489662,633389230,return,B,512494237,NA,NA,NA,NA,NA,NA
1540853489662,1068418380,call,A,512494237,class java.lang.StringBuilder,java.lang.StringBuilder.append,8,1,java.lang.String, : available Semaphore permits now: 
1540853489662,338674363,call,NA,NA,class java.lang.StringBuilder,java.lang.StringBuilder.<init>,8,1,java.lang.String,B
1540853489662,2046562095,call,Thread[Thread-2(comma)5(comma)main],512494237,class java.lang.String,SemaphoreTest$MyATMThread.name,8,1,java.lang.String,B,1,java.lang.String,
1540853489662,1068418380,return,A : available Semaphore permits now: ,0,NA,NA,NA,NA,NA,NA
1540853489662,2046562095,return,NA,0,NA,NA,NA,NA,NA,NA
1540853489662,338674363,return,B,0,NA,NA,NA,NA,NA,NA
1540853489662,1288679039,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest.semaphore,8
1540853489662,1342443276,call,Thread[Thread-2(comma)5(comma)main],617581605,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.name,8
1540853489663,1288679039,return,java.util.concurrent.Semaphore@3feba861[Permits = 4],1173307361,NA,NA,NA,NA,NA,NA
1540853489663,1342443276,return,NA,1173307361,NA,NA,NA,NA,NA,NA
1540853489663,1720276526,call,B,1173307361,class java.lang.StringBuilder,java.lang.StringBuilder.append,8,1,java.lang.String, : acquiring lock...
1540853489663,1720276526,return,B : acquiring lock...,1072408673,NA,NA,NA,NA,NA,NA
1540853489663,1460595858,call,java.util.concurrent.Semaphore@3feba861[Permits = 4],1072408673,int,java.util.concurrent.Semaphore.availablePermits,7,0,NA,NA
1540853489662,1867750575,return,NA,1072408673,NA,NA,NA,NA,NA,NA
1540853489663,994643235,call,B : acquiring lock...,1173307361,class java.lang.String,java.lang.StringBuilder.toString,7,0,NA,NA
1540853489663,1460595858,return,4,1173307361,NA,NA,NA,NA,NA,NA
1540853489663,994643235,return,B : acquiring lock...,1173307361,NA,NA,NA,NA,NA,NA
1540853489661,214126413,return,Thread[Thread-2(comma)5(comma)main],1313922862,NA,NA,NA,NA,NA,NA
1540853489663,1360603883,call,java.io.PrintStream@4e50df2e,1313922862,class java.lang.StringBuilder,java.io.PrintStream.println,5,1,java.lang.String,B : acquiring lock...
1540853489663,769287236,call,Thread[Thread-2(comma)5(comma)main],617581605,void,SemaphoreTest$MyATMThread.start,5,0,NA,NA
1540853489663,1360603883,return,NA,617581605,NA,NA,NA,NA,NA,NA
1540853489663,2106408640,call,NA,NA,void,java.lang.System.out,5,0,NA,NA
1540853489663,769287236,return,NA,0,NA,NA,NA,NA,NA,NA
1540853489663,2106408640,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1540853489663,316184259,call,java.io.PrintStream@4e50df2e,1313922862,class java.lang.StringBuilder,java.lang.StringBuilder.append,5,1,java.lang.Integer,4
1540853489663,1587487668,call,NA,NA,void,SemaphoreTest$MyATMThread.<init>,5,1,java.lang.String,D
1540853489663,1199823423,call,NA,NA,void,SemaphoreTest$MyATMThread.<init>,6,1,java.lang.String,D
1540853489663,1101072039,call,Thread[Thread-1(comma)5(comma)main],0,void,SemaphoreTest$MyATMThread.name,5,1,java.lang.String,D,0,NA,NA
1540853489663,316184259,return,A : available Semaphore permits now: 4,0,NA,NA,NA,NA,NA,NA
1540853489663,932172204,call,Thread[Thread-3(comma)5(comma)main],854731685,void,SemaphoreTest$MyATMThread.<init>,6,1,java.lang.String,D
1540853489663,1528149361,call,A : available Semaphore permits now: 4,512494237,class java.lang.String,java.lang.StringBuilder.toString,7
1540853489664,1225358173,call,Thread[Thread-3(comma)5(comma)main],854731685,class java.lang.String,SemaphoreTest$MyATMThread.<init>,7,1,java.lang.String,D
1540853489664,1528149361,return,A : available Semaphore permits now: 4,854731685,NA,NA,NA,NA,NA,NA
1540853489663,1101072039,return,B,854731685,NA,NA,NA,NA,NA,NA
1540853489664,707002722,call,NA,NA,class java.lang.String,java.lang.String.valueOf,8,1,java.lang.String,,1,java.lang.String
1540853489664,1848402763,call,Thread[Thread-3(comma)5(comma)main],0,class java.lang.String,SemaphoreTest$MyATMThread.name,8,1,java.lang.String,,1,java.lang.String,
1540853489664,707002722,return,B,0,NA,NA,NA,NA,NA,NA
1540853489664,1779979322,call,java.io.PrintStream@4e50df2e,0,void,java.io.PrintStream.println,8,1,java.lang.Stringjava.lang.String,A : available Semaphore permits now: 4
1540853489664,1053508056,call,NA,NA,void,java.lang.StringBuilder.<init>,8,1,java.lang.Stringjava.lang.String,A : available Semaphore permits now: 4
1540853489664,1848402763,return,NA,0,NA,NA,NA,NA,NA,NA
1540853489664,1053508056,return,B,854731685,NA,NA,NA,NA,NA,NA
1540853489664,933699219,call,Thread[Thread-3(comma)5(comma)main],854731685,void,SemaphoreTest$MyATMThread.name,8,1,java.lang.String,D
1540853489664,1779979322,return,NA,0,NA,NA,NA,NA,NA,NA
1540853489664,2006383768,call,B,1411014348,class java.lang.StringBuilder,java.lang.StringBuilder.append,8,1,java.lang.String, : available Semaphore permits now: 
1540853489664,933699219,return,NA,1411014348,NA,NA,NA,NA,NA,NA
1540853489664,2006383768,return,B : available Semaphore permits now: ,0,NA,NA,NA,NA,NA,NA
1540853489664,1255301015,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest.semaphore,8,0,NA,NA
1540853489664,1225358173,return,NA,0,NA,NA,NA,NA,NA,NA
1540853489664,1255301015,return,java.util.concurrent.Semaphore@3feba861[Permits = 4],0,NA,NA,NA,NA,NA,NA
1540853489663,1587487668,return,Thread[Thread-3(comma)5(comma)main],0,NA,NA,NA,NA,NA,NA
1540853489664,476755584,call,java.util.concurrent.Semaphore@3feba861[Permits = 4],1072408673,void,java.util.concurrent.Semaphore.acquire,5,0,NA,NA
1540853489664,476755584,return,NA,854731685,NA,NA,NA,NA,NA,NA
1540853489664,2121055098,call,Thread[Thread-3(comma)5(comma)main],854731685,void,SemaphoreTest$MyATMThread.start,5,0,NA,NA
1540853489664,1780622913,call,NA,NA,void,java.lang.System.out,5,0,NA,NA
1540853489665,1581214268,call,NA,NA,void,SemaphoreTest.semaphore,5,0,NA,NA
1540853489665,1581214268,return,java.util.concurrent.Semaphore@3feba861[Permits = 3],0,NA,NA,NA,NA,NA,NA
1540853489665,2121055098,return,NA,1072408673,NA,NA,NA,NA,NA,NA
1540853489665,975054242,call,java.util.concurrent.Semaphore@3feba861[Permits = 3],1072408673,int,java.util.concurrent.Semaphore.availablePermits,5,0,NA,NA
1540853489665,1780622913,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1540853489665,2084435065,call,NA,NA,int,SemaphoreTest$MyATMThread.<init>,5,1,java.lang.String,E
1540853489665,975054242,return,3,1349393271,NA,NA,NA,NA,NA,NA
1540853489665,1119033019,call,Thread[Thread-0(comma)5(comma)main],1349393271,int,SemaphoreTest$MyATMThread.name,4,0,NA,NA
1540853489665,1119033019,return,A,1349393271,NA,NA,NA,NA,NA,NA
1540853489665,440784797,call,NA,NA,class java.lang.String,java.lang.String.valueOf,4,1,java.lang.String,A
1540853489665,440784797,return,A,0,NA,NA,NA,NA,NA,NA
1540853489665,1397927139,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,4,1,java.lang.String,A
1540853489665,1397927139,return,A,0,NA,NA,NA,NA,NA,NA
1540853489665,2058124357,call,A,2093392354,class java.lang.StringBuilder,java.lang.StringBuilder.append,5,1,java.lang.String,3
1540853489665,2058124357,return,B : available Semaphore permits now: 3,2093392354,NA,NA,NA,NA,NA,NA
1540853489665,674863334,call,A,2093392354,class java.lang.StringBuilder,java.lang.StringBuilder.append,5,1,java.lang.String, : got the permit!
1540853489665,1494047436,call,B : available Semaphore permits now: 3,1411014348,class java.lang.String,java.lang.StringBuilder.toString,6,0,NA,NA
1540853489665,1896277646,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest$MyATMThread.<init>,6,1,java.lang.String,E
1540853489665,1494047436,return,B : available Semaphore permits now: 3,1411014348,NA,NA,NA,NA,NA,NA
1540853489665,309679994,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,6,1,java.lang.String,B : available Semaphore permits now: 3
1540853489665,2128227771,call,Thread[Thread-4(comma)5(comma)main],1313922862,void,SemaphoreTest$MyATMThread.<init>,6,1,java.lang.String,B : available Semaphore permits now: 3,1,java.lang.String,E
1540853489665,674863334,return,A : got the permit!,1411014348,NA,NA,NA,NA,NA,NA
1540853489666,1927632276,call,A : got the permit!,2093392354,class java.lang.String,java.lang.StringBuilder.toString,6,0,NA,NA
1540853489666,1927632276,return,A : got the permit!,2093392354,NA,NA,NA,NA,NA,NA
1540853489666,1185451370,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,7,1,java.lang.String,A : got the permit!
1540853489666,309679994,return,NA,2093392354,NA,NA,NA,NA,NA,NA
1540853489666,1702297201,call,Thread[Thread-4(comma)5(comma)main],1313922862,void,SemaphoreTest$MyATMThread.<init>,7,1,java.lang.String,A : got the permit!,1,java.lang.String,E
1540853489666,186797861,call,NA,NA,void,SemaphoreTest.semaphore,7,0,NA,NA
1540853489666,186797861,return,java.util.concurrent.Semaphore@3feba861[Permits = 3],1109538322,NA,NA,NA,NA,NA,NA
1540853489666,1996181658,call,Thread[Thread-4(comma)5(comma)main],1109538322,void,SemaphoreTest$MyATMThread.name,8,1,java.lang.String,
1540853489666,1909116832,call,java.util.concurrent.Semaphore@3feba861[Permits = 3],1072408673,void,java.util.concurrent.Semaphore.acquire,8,0,NA,NA
1540853489666,1185451370,return,NA,1313922862,NA,NA,NA,NA,NA,NA
1540853489666,1996181658,return,NA,1072408673,NA,NA,NA,NA,NA,NA
1540853489666,1909116832,return,NA,0,NA,NA,NA,NA,NA,NA
1540853489666,5965032,call,NA,NA,void,java.lang.System.out,8,0,NA,NA
1540853489666,1237096548,call,NA,NA,void,java.lang.System.out,8
1540853489666,806353501,call,Thread[Thread-4(comma)5(comma)main],1109538322,void,SemaphoreTest$MyATMThread.name,8,1,java.lang.String,E
1540853489666,1237096548,return,java.io.PrintStream@4e50df2e,1109538322,NA,NA,NA,NA,NA,NA
1540853489666,5965032,return,java.io.PrintStream@4e50df2e,1109538322,NA,NA,NA,NA,NA,NA
1540853489666,1358867729,call,Thread[Thread-1(comma)5(comma)main],1323165413,void,SemaphoreTest$MyATMThread.name,8,0,NA,NA
1540853489666,1358867729,return,B,1323165413,NA,NA,NA,NA,NA,NA
1540853489667,62886842,call,NA,NA,class java.lang.String,java.lang.String.valueOf,8,1,java.lang.String,B
1540853489667,62886842,return,B,0,NA,NA,NA,NA,NA,NA
1540853489667,615512994,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,8,1,java.lang.String,B
1540853489667,615512994,return,B,0,NA,NA,NA,NA,NA,NA
1540853489667,159201515,call,B,743348976,class java.lang.StringBuilder,java.lang.StringBuilder.append,8,1,java.lang.String, : got the permit!
1540853489667,159201515,return,B : got the permit!,743348976,NA,NA,NA,NA,NA,NA
1540853489667,806353501,return,NA,743348976,NA,NA,NA,NA,NA,NA
1540853489666,1702297201,return,NA,1349393271,NA,NA,NA,NA,NA,NA
1540853489667,1681998509,call,Thread[Thread-0(comma)5(comma)main],1349393271,class java.lang.String,SemaphoreTest$MyATMThread.name,7,0,NA,NA
1540853489667,1681998509,return,A,1349393271,NA,NA,NA,NA,NA,NA
1540853489665,2084435065,return,Thread[Thread-4(comma)5(comma)main],1349393271,NA,NA,NA,NA,NA,NA
1540853489667,1020326468,call,NA,NA,class java.lang.String,java.lang.String.valueOf,5,1,java.lang.String,A
1540853489667,1020326468,return,A,0,NA,NA,NA,NA,NA,NA
1540853489667,1041365865,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,5,1,java.lang.String,A
1540853489667,1041365865,return,A,0,NA,NA,NA,NA,NA,NA
1540853489667,1714803719,call,A,135247430,class java.lang.StringBuilder,java.lang.StringBuilder.append,5,1,java.lang.String, : is performing operation 
1540853489667,1714803719,return,A : is performing operation ,135247430,NA,NA,NA,NA,NA,NA
1540853489667,863385553,call,A : is performing operation ,135247430,class java.lang.StringBuilder,java.lang.StringBuilder.append,5,1,java.lang.Integer,1
1540853489667,863385553,return,A : is performing operation 1,135247430,NA,NA,NA,NA,NA,NA
1540853489667,42817637,call,A : is performing operation 1,135247430,class java.lang.StringBuilder,java.lang.StringBuilder.append,5,1,java.lang.String,(comma) available Semaphore permits : 
1540853489667,42817637,return,A : is performing operation 1(comma) available Semaphore permits : ,135247430,NA,NA,NA,NA,NA,NA
1540853489668,1246769631,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest.semaphore,5,0,NA,NA
1540853489668,1246769631,return,java.util.concurrent.Semaphore@3feba861[Permits = 2],0,NA,NA,NA,NA,NA,NA
1540853489668,1058542421,call,java.util.concurrent.Semaphore@3feba861[Permits = 2],1072408673,int,java.util.concurrent.Semaphore.availablePermits,5,0,NA,NA
1540853489668,1058542421,return,2,1072408673,NA,NA,NA,NA,NA,NA
1540853489668,1037198296,call,A : is performing operation 1(comma) available Semaphore permits : ,135247430,class java.lang.StringBuilder,java.lang.StringBuilder.append,5,1,java.lang.Integer,2
1540853489668,1037198296,return,A : is performing operation 1(comma) available Semaphore permits : 2,135247430,NA,NA,NA,NA,NA,NA
1540853489668,1433688695,call,A : is performing operation 1(comma) available Semaphore permits : 2,135247430,class java.lang.String,java.lang.StringBuilder.toString,5,0,NA,NA
1540853489668,1433688695,return,A : is performing operation 1(comma) available Semaphore permits : 2,135247430,NA,NA,NA,NA,NA,NA
1540853489668,518084559,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,5,1,java.lang.String,A : is performing operation 1(comma) available Semaphore permits : 2
1540853489667,1393819264,call,B : got the permit!,743348976,class java.lang.String,java.lang.StringBuilder.toString,5,1,java.lang.String,A : is performing operation 1(comma) available Semaphore permits : 2
1540853489668,518084559,return,NA,1313922862,NA,NA,NA,NA,NA,NA
1540853489668,1393819264,return,B : got the permit!,1313922862,NA,NA,NA,NA,NA,NA
1540853489668,138046891,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,6
1540853489669,138046891,return,NA,1313922862,NA,NA,NA,NA,NA,NA
1540853489669,1759557159,call,NA,NA,void,java.lang.System.out,6,0,NA,NA
1540853489669,1637645821,call,NA,NA,void,java.lang.Thread.sleep,6,1,java.lang.Long,1000
1540853489669,1759557159,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1540853489668,521645586,call,java.io.PrintStream@4e50df2e,1313922862,void,SemaphoreTest$MyATMThread.start,6,0,NA,NA
1540853489669,807483601,call,Thread[Thread-1(comma)5(comma)main],1323165413,void,SemaphoreTest$MyATMThread.name,6,0,NA,NA
1540853489669,807483601,return,B,1323165413,NA,NA,NA,NA,NA,NA
1540853489669,521645586,return,NA,1323165413,NA,NA,NA,NA,NA,NA
1540853489669,2081040299,call,NA,NA,class java.lang.String,java.lang.String.valueOf,5,1,java.lang.String,B
1540853489669,1296064247,call,NA,NA,class java.lang.String,SemaphoreTest$MyATMThread.<init>,6,1,java.lang.String,F
1540853489669,2081040299,return,B,0,NA,NA,NA,NA,NA,NA
1540853489669,663116468,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,7,1,
1540853489669,1637070917,call,NA,NA,class java.lang.String,SemaphoreTest$MyATMThread.<init>,7,1,java.lang.String,F
1540853489669,780237624,call,Thread[Thread-5(comma)5(comma)main],205797316,class java.lang.String,SemaphoreTest$MyATMThread.<init>,7,1,java.lang.String,F
1540853489669,1128032093,call,Thread[Thread-5(comma)5(comma)main],205797316,class java.lang.String,SemaphoreTest$MyATMThread.<init>,8,1,java.lang.String,F
1540853489669,1066516207,call,Thread[Thread-5(comma)5(comma)main],205797316,class java.lang.String,SemaphoreTest$MyATMThread.name,9,1,java.lang.String,
1540853489669,1066516207,return,NA,205797316,NA,NA,NA,NA,NA,NA
1540853489669,443308702,call,Thread[Thread-5(comma)5(comma)main],205797316,class java.lang.String,SemaphoreTest$MyATMThread.name,9,1,java.lang.String,F
1540853489669,663116468,return,B,205797316,NA,NA,NA,NA,NA,NA
1540853489669,443308702,return,NA,205797316,NA,NA,NA,NA,NA,NA
1540853489669,1128032093,return,NA,1935990747,NA,NA,NA,NA,NA,NA
1540853489669,1296064247,return,Thread[Thread-5(comma)5(comma)main],1935990747,NA,NA,NA,NA,NA,NA
1540853489670,1253736941,call,B,1935990747,class java.lang.StringBuilder,java.lang.StringBuilder.append,6,1,java.lang.String, : is performing operation 
1540853489670,1253736941,return,B : is performing operation ,205797316,NA,NA,NA,NA,NA,NA
1540853489670,1593743715,call,B : is performing operation ,1935990747,class java.lang.StringBuilder,java.lang.StringBuilder.append,6,1,java.lang.Integer,1
1540853489670,1593743715,return,B : is performing operation 1,1935990747,NA,NA,NA,NA,NA,NA
1540853489670,1270361074,call,B : is performing operation 1,1935990747,class java.lang.StringBuilder,java.lang.StringBuilder.append,6,1,java.lang.String,(comma) available Semaphore permits : 
1540853489670,1270361074,return,B : is performing operation 1(comma) available Semaphore permits : ,1935990747,NA,NA,NA,NA,NA,NA
1540853489670,1435725441,call,NA,NA,class java.lang.StringBuilder,SemaphoreTest.semaphore,6,0,NA,NA
1540853489670,1435725441,return,java.util.concurrent.Semaphore@3feba861[Permits = 2],0,NA,NA,NA,NA,NA,NA
1540853489670,6093295,call,java.util.concurrent.Semaphore@3feba861[Permits = 2],1072408673,int,java.util.concurrent.Semaphore.availablePermits,6,0,NA,NA
1540853489670,6093295,return,2,1072408673,NA,NA,NA,NA,NA,NA
1540853489670,709053702,call,B : is performing operation 1(comma) available Semaphore permits : ,1935990747,class java.lang.StringBuilder,java.lang.StringBuilder.append,6,1,java.lang.Integer,2
1540853489670,709053702,return,B : is performing operation 1(comma) available Semaphore permits : 2,1935990747,NA,NA,NA,NA,NA,NA
1540853489671,548279303,call,B : is performing operation 1(comma) available Semaphore permits : 2,1935990747,class java.lang.String,java.lang.StringBuilder.toString,6,0,NA,NA
1540853489671,548279303,return,B : is performing operation 1(comma) available Semaphore permits : 2,1935990747,NA,NA,NA,NA,NA,NA
1540853489671,1854378485,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,6,1,java.lang.String,B : is performing operation 1(comma) available Semaphore permits : 2
1540853489671,1854378485,return,NA,1313922862,NA,NA,NA,NA,NA,NA
1540853489671,166960715,call,NA,NA,void,java.lang.Thread.sleep,6,1,java.lang.Long,1000
1540853489670,935044096,call,Thread[Thread-5(comma)5(comma)main],205797316,void,SemaphoreTest$MyATMThread.start,6,0,NA,NA
1540853489671,935044096,return,NA,0,NA,NA,NA,NA,NA,NA
1540853489646,1867083167,return,NA,0,NA,NA,NA,NA,NA,NA
1540853489669,914179924,call,Thread[Thread-2(comma)5(comma)main],0,void,SemaphoreTest$MyATMThread.run,4,1,java.lang.Long,1000,0,NA,NA
1540853489671,951758827,call,NA,NA,void,java.lang.System.out,5,0,NA,NA
1540853489671,951758827,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1540853489672,1015360548,call,Thread[Thread-2(comma)5(comma)main],617581605,void,SemaphoreTest$MyATMThread.name,5,0,NA,NA
1540853489672,1015360548,return,C,617581605,NA,NA,NA,NA,NA,NA
1540853489672,2038932944,call,NA,NA,class java.lang.String,java.lang.String.valueOf,5,1,java.lang.String,C
1540853489672,2038932944,return,C,0,NA,NA,NA,NA,NA,NA
1540853489672,630983251,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,5,1,java.lang.String,C
1540853489672,630983251,return,C,0,NA,NA,NA,NA,NA,NA
1540853489672,1219771644,call,C,1564855746,class java.lang.StringBuilder,java.lang.StringBuilder.append,5,1,java.lang.String, : acquiring lock...
1540853489672,1219771644,return,C : acquiring lock...,1564855746,NA,NA,NA,NA,NA,NA
1540853489672,430463647,call,C : acquiring lock...,1564855746,class java.lang.String,java.lang.StringBuilder.toString,5,0,NA,NA
1540853489672,430463647,return,C : acquiring lock...,1564855746,NA,NA,NA,NA,NA,NA
1540853489672,1554191723,call,java.io.PrintStream@4e50df2e,1313922862,void,java.io.PrintStream.println,5,1,java.lang.String,C : acquiring lock...
1540853489672,1554191723,return,NA,1313922862,NA,NA,NA,NA,NA,NA
1540853489672,899256799,call,NA,NA,void,java.lang.System.out,5,0,NA,NA
1540853489672,899256799,return,java.io.PrintStream@4e50df2e,0,NA,NA,NA,NA,NA,NA
1540853489672,1178689907,call,Thread[Thread-2(comma)5(comma)main],617581605,void,SemaphoreTest$MyATMThread.name,5,0,NA,NA
1540853489672,1178689907,return,C,617581605,NA,NA,NA,NA,NA,NA
1540853489672,501655430,call,NA,NA,class java.lang.String,java.lang.String.valueOf,5,1,java.lang.String,C
1540853489672,501655430,return,C,0,NA,NA,NA,NA,NA,NA
1540853489672,1504370972,call,NA,NA,class java.lang.String,java.lang.StringBuilder.<init>,5,1,java.lang.String,C
